model,Age,price,transmission,mileage,fuelType,tax,mpg,engineSize
 3 Series,1,45000,Semi-Auto,2500,Petrol,145,33.6,3
 X5,2,61083,Semi-Auto,2151,Diesel,145,33.6,3
 X7,2,65000,Semi-Auto,3670,Diesel,145,33.6,3
 5 Series,2,28000,Semi-Auto,3102,Petrol,145,50.4,2
 M4,5,30990,Semi-Auto,27523,Petrol,300,34,3
 X1,4,22310,Semi-Auto,17905,Diesel,145,57.6,2
 2 Series,4,16490,Semi-Auto,7910,Petrol,145,53.3,1.5
 3 Series,2,26480,Semi-Auto,4117,Petrol,145,47.9,2
 1 Series,2,19980,Manual,2568,Petrol,145,52.3,1.5
 X1,2,25890,Semi-Auto,5385,Petrol,145,35.3,2
 X2,2,27980,Semi-Auto,2055,Petrol,145,39.2,2
 2 Series,5,19780,Semi-Auto,14041,Petrol,160,45.6,2
 X2,2,21480,Automatic,7141,Petrol,145,40.4,2
 3 Series,2,37980,Semi-Auto,4873,Petrol,145,34.9,3
 1 Series,5,13900,Manual,21291,Diesel,30,65.7,2
 1 Series,4,15995,Semi-Auto,19000,Diesel,20,68.9,1.5
 X3,5,21550,Semi-Auto,42255,Diesel,200,47.9,3
 4 Series,4,19997,Semi-Auto,15333,Petrol,160,45.6,2
 1 Series,4,22490,Semi-Auto,15985,Petrol,145,39.8,3
 4 Series,2,22990,Semi-Auto,9420,Petrol,145,48.7,2
 5 Series,4,23490,Semi-Auto,24927,Diesel,145,53.3,3
 X3,5,20695,Semi-Auto,44414,Diesel,145,54.3,2
 4 Series,5,24490,Semi-Auto,8814,Diesel,160,50.4,3
 1 Series,7,10995,Semi-Auto,75500,Petrol,160,44.8,2
 2 Series,5,13995,Manual,37648,Diesel,30,64.2,2
 3 Series,5,12995,Manual,41500,Petrol,145,48.7,2
 4 Series,5,15495,Manual,36800,Petrol,160,46.3,2
 1 Series,5,9895,Manual,61800,Diesel,20,72.4,1.5
 3 Series,5,11590,Automatic,86500,Diesel,20,70.6,2
 1 Series,8,6395,Manual,93000,Diesel,0,74.3,1.6
 2 Series,2,20975,Semi-Auto,5466,Petrol,145,39.2,1.5
 1 Series,4,15298,Manual,23205,Diesel,30,65.7,2
 3 Series,5,15998,Semi-Auto,46649,Hybrid,0,134.5,2
 2 Series,5,10170,Manual,32015,Diesel,20,74.3,1.5
 M4,4,34890,Semi-Auto,32329,Petrol,145,34,3
 2 Series,5,14220,Semi-Auto,3866,Diesel,20,72.4,1.5
 1 Series,6,13491,Semi-Auto,38436,Diesel,125,60.1,2
 3 Series,6,10490,Manual,77963,Diesel,30,65.7,2
 3 Series,7,12681,Semi-Auto,54931,Diesel,125,60.1,2
 1 Series,8,10391,Manual,31144,Petrol,150,50.4,1.6
 5 Series,4,23495,Semi-Auto,8213,Diesel,150,62.8,2
 1 Series,5,16990,Manual,24618,Petrol,300,35.3,3
 X3,5,20850,Automatic,44950,Diesel,200,47.1,3
 1 Series,6,17271,Semi-Auto,37873,Petrol,235,37.7,3
 3 Series,8,11280,Semi-Auto,29496,Petrol,200,43.5,2
 1 Series,7,9037,Manual,40175,Diesel,30,65.7,2
 X1,8,9470,Manual,40812,Diesel,160,51.4,2
 2 Series,2,24450,Manual,1391,Diesel,145,60.1,2
 4 Series,2,28980,Automatic,5685,Diesel,145,52.3,3
 X3,5,20490,Semi-Auto,34306,Diesel,145,54.3,2
 5 Series,3,24995,Semi-Auto,5823,Diesel,145,49.6,2
 2 Series,5,14990,Manual,24488,Petrol,125,53.3,1.5
 2 Series,4,23490,Semi-Auto,7918,Petrol,145,39.8,3
 1 Series,4,13659,Manual,30641,Diesel,20,70.6,1.5
 4 Series,5,17495,Automatic,20685,Diesel,30,65.7,2
 4 Series,5,16591,Semi-Auto,46500,Diesel,160,52.3,3
 2 Series,6,8691,Manual,70067,Diesel,20,68.9,2
 6 Series,8,16640,Semi-Auto,54483,Diesel,160,51.4,3
 5 Series,5,15230,Automatic,59058,Diesel,160,51.4,3
 X1,5,15037,Manual,29890,Diesel,125,60.1,2
 3 Series,3,18250,Semi-Auto,26173,Diesel,145,60.1,2
 3 Series,5,12900,Automatic,42666,Diesel,0,74.3,2
 2 Series,1,24980,Manual,25,Petrol,145,52.3,1.5
 2 Series,1,24290,Manual,103,Petrol,145,52.3,1.5
 3 Series,2,29950,Semi-Auto,104,Diesel,145,52.3,2
 2 Series,2,21980,Automatic,3935,Diesel,145,68.9,2
 2 Series,2,22990,Automatic,2766,Petrol,145,50.4,2
 X1,2,23975,Manual,6907,Diesel,145,68.9,2
 X1,2,27480,Automatic,5241,Diesel,145,50.4,2
 2 Series,2,21975,Manual,3513,Petrol,145,52.3,1.5
 3 Series,6,8697,Manual,73785,Diesel,30,61.4,2
 3 Series,6,13995,Semi-Auto,37798,Diesel,30,64.2,2
 1 Series,5,18750,Semi-Auto,21105,Petrol,235,37.7,3
 1 Series,3,16695,Manual,7948,Diesel,145,65.7,2
 X3,5,20090,Semi-Auto,45734,Diesel,145,54.3,2
 3 Series,5,13990,Manual,37550,Diesel,30,62.8,2
 1 Series,5,14490,Manual,25863,Petrol,125,52.3,1.5
 1 Series,4,15990,Manual,30800,Diesel,145,62.8,2
 X5,6,26895,Automatic,35228,Diesel,160,50.4,2
 4 Series,2,23591,Semi-Auto,6100,Petrol,145,45.6,2
 3 Series,5,17391,Semi-Auto,54584,Diesel,160,51.4,3
 3 Series,2,23895,Semi-Auto,38231,Diesel,145,52.3,2
 3 Series,2,24895,Semi-Auto,21656,Diesel,145,52.3,2
 4 Series,3,21895,Semi-Auto,34384,Diesel,145,55.4,3
 2 Series,4,17895,Semi-Auto,15500,Petrol,150,48.7,2
 i3,6,14285,Automatic,65800,Hybrid,0,470.8,0
 3 Series,6,18980,Semi-Auto,26762,Diesel,165,51.4,3
 3 Series,1,26480,Semi-Auto,13,Petrol,150,42.2,2
 3 Series,3,18980,Semi-Auto,1600,Petrol,150,51.4,2
 2 Series,3,25295,Semi-Auto,9500,Petrol,145,39.8,3
 2 Series,1,20980,Semi-Auto,10,Petrol,145,50.4,1.5
 5 Series,2,28990,Semi-Auto,5000,Petrol,145,48.7,2
 X5,8,20140,Automatic,63583,Diesel,200,45.6,3
 X1,3,22397,Semi-Auto,2570,Petrol,145,37.7,2
 X1,5,17261,Manual,29863,Diesel,125,58.9,2
 2 Series,6,123456,Semi-Auto,33419,Diesel,20,68.9,2
 3 Series,2,26922,Semi-Auto,3853,Petrol,145,41.5,2
 3 Series,5,14761,Automatic,14209,Diesel,0,74.3,2
 5 Series,5,14595,Semi-Auto,41695,Diesel,30,62.8,2
 3 Series,2,24895,Semi-Auto,21730,Diesel,145,52.3,2
 3 Series,4,11998,Manual,70067,Diesel,145,68.9,2
 3 Series,4,21298,Semi-Auto,25533,Petrol,145,48.7,2
 2 Series,5,13998,Manual,16260,Diesel,20,68.9,1.5
 1 Series,4,21498,Semi-Auto,26072,Petrol,200,39.8,3
 4 Series,2,21998,Semi-Auto,15856,Diesel,145,65.7,2
 4 Series,3,20498,Semi-Auto,22866,Petrol,145,48.7,2
 2 Series,6,17498,Semi-Auto,41896,Petrol,260,37.2,3
 1 Series,7,10998,Manual,61500,Diesel,30,62.8,2
 2 Series,3,17990,Semi-Auto,10600,Petrol,150,38.2,2
 5 Series,2,23990,Semi-Auto,9165,Petrol,145,50.4,2
 2 Series,4,16999,Semi-Auto,29000,Diesel,145,60.1,2
 X1,4,18198,Semi-Auto,23380,Diesel,125,60.1,2
 M4,1,59995,Semi-Auto,5,Petrol,145,34,3
 3 Series,1,36995,Manual,103,Diesel,145,54.3,2
 i8,4,52495,Automatic,17580,Hybrid,0,134.5,1.5
 5 Series,2,30490,Semi-Auto,4754,Hybrid,140,156.9,2
 X6,5,29480,Semi-Auto,24864,Diesel,205,47.1,3
 1 Series,2,16490,Manual,9010,Diesel,150,72.4,1.5
 X2,2,24990,Manual,6764,Diesel,150,48.7,2
 3 Series,2,25780,Semi-Auto,68945,Petrol,150,45.6,2
 4 Series,4,18850,Automatic,26498,Diesel,145,65.7,2
 Z4,8,13640,Semi-Auto,26356,Petrol,200,41.5,2
 1 Series,5,11991,Manual,22842,Diesel,20,68.9,2
 2 Series,2,20980,Manual,101,Petrol,145,52.3,1.5
 2 Series,2,20980,Manual,101,Petrol,145,52.3,1.5
 4 Series,2,30980,Automatic,500,Petrol,145,41.5,3
 4 Series,2,35980,Automatic,101,Diesel,145,50.4,3
 1 Series,4,14397,Manual,9243,Petrol,145,52.3,1.5
 1 Series,4,13040,Manual,20506,Diesel,145,68.9,2
 1 Series,2,19995,Semi-Auto,4371,Diesel,150,67.3,2
 2 Series,2,24495,Manual,7107,Diesel,150,60.1,2
 1 Series,4,14495,Semi-Auto,20031,Petrol,30,58.9,1.5
 X3,2,30395,Semi-Auto,13563,Petrol,145,30.4,2
 4 Series,2,32790,Semi-Auto,8464,Diesel,145,50.4,3
 4 Series,2,29990,Semi-Auto,5496,Petrol,145,45.6,2
 X1,2,26000,Semi-Auto,3085,Petrol,145,40.9,1.5
 X5,2,48940,Semi-Auto,4544,Diesel,145,37.7,3
 4 Series,5,18584,Semi-Auto,30158,Diesel,125,60.1,2
 X7,2,74980,Automatic,7901,Diesel,145,31.4,3
 5 Series,4,28980,Semi-Auto,26478,Petrol,145,39.2,3
 3 Series,2,30980,Semi-Auto,1500,Petrol,145,40.9,2
 2 Series,2,19980,Manual,102,Petrol,145,52.3,1.5
 X2,2,25980,Automatic,5062,Diesel,145,61.4,2
 X2,2,24480,Semi-Auto,2772,Petrol,145,38.7,2
 1 Series,4,21980,Semi-Auto,12869,Petrol,145,39.8,3
 1 Series,2,20780,Automatic,8245,Diesel,145,65.7,2
 4 Series,2,31495,Semi-Auto,4919,Diesel,150,51.4,3
 3 Series,2,28295,Manual,2179,Diesel,150,54.3,2
 3 Series,2,27975,Manual,3367,Diesel,150,54.3,2
 2 Series,2,23995,Semi-Auto,2279,Diesel,150,65.7,2
 1 Series,4,18995,Semi-Auto,17108,Diesel,145,61.4,2
 4 Series,1,25993,Semi-Auto,1705,Diesel,145,65.7,2
 2 Series,2,20980,Manual,1000,Petrol,145,52.3,1.5
 2 Series,2,20980,Manual,1000,Petrol,145,52.3,1.5
 2 Series,2,20980,Manual,1000,Petrol,145,52.3,1.5
 3 Series,2,31980,Automatic,4084,Diesel,145,49.6,2
 M4,2,43480,Semi-Auto,152,Petrol,145,34,3
 M2,2,43480,Automatic,2689,Petrol,145,29.1,3
 3 Series,2,32980,Automatic,1000,Diesel,145,47.9,3
 X3,2,40980,Automatic,7439,Diesel,145,36.7,3
 3 Series,2,25480,Automatic,4080,Petrol,145,43.5,2
 1 Series,2,23980,Manual,2672,Petrol,145,41.5,1.5
 3 Series,2,28980,Semi-Auto,6093,Diesel,150,48.7,2
 5 Series,2,27980,Semi-Auto,5502,Diesel,150,62.8,2
 X3,2,33980,Semi-Auto,6779,Diesel,150,54.3,2
 3 Series,2,25980,Semi-Auto,6382,Petrol,150,42.2,2
 2 Series,2,19980,Semi-Auto,8406,Petrol,150,40.9,1.5
 3 Series,2,24980,Semi-Auto,9122,Petrol,150,42.2,2
 5 Series,2,25980,Semi-Auto,5951,Petrol,150,50.4,2
 3 Series,2,24480,Semi-Auto,14444,Petrol,145,47.9,2
 1 Series,2,21480,Semi-Auto,8364,Petrol,145,47.9,2
 2 Series,2,20980,Manual,1000,Petrol,145,52.3,1.5
 3 Series,4,16980,Semi-Auto,39462,Hybrid,0,148.7,2
 2 Series,3,19980,Semi-Auto,28000,Petrol,145,47.9,2
 4 Series,5,18980,Manual,29614,Diesel,125,57.6,2
 3 Series,4,22980,Semi-Auto,12600,Diesel,160,51.4,3
 6 Series,6,19980,Semi-Auto,65185,Diesel,160,49.6,3
 5 Series,3,23980,Semi-Auto,24866,Diesel,145,49.6,2
 3 Series,2,30980,Automatic,1000,Diesel,145,50.4,2
 5 Series,2,33500,Semi-Auto,3215,Diesel,145,60.1,2
 5 Series,2,29480,Semi-Auto,1500,Petrol,145,50.4,2
 2 Series,2,21980,Manual,101,Petrol,145,52.3,1.5
 Z4,2,29980,Semi-Auto,1817,Petrol,145,38.7,2
 2 Series,2,19480,Manual,152,Petrol,145,42.8,1.5
 5 Series,2,36980,Automatic,3622,Diesel,145,53.3,3
 4 Series,2,26480,Automatic,3146,Diesel,145,58.9,2
 2 Series,2,21980,Automatic,4481,Diesel,145,67.3,2
 4 Series,2,24480,Automatic,4429,Diesel,145,65.7,2
 3 Series,2,25980,Semi-Auto,5084,Diesel,150,52.3,2
 X4,3,25980,Semi-Auto,21694,Diesel,150,54.3,2
 X3,2,31980,Semi-Auto,9305,Diesel,150,54.3,2
 X5,2,51980,Semi-Auto,4484,Diesel,150,33.6,3
 3 Series,2,25980,Semi-Auto,9666,Diesel,150,52.3,2
 3 Series,2,26480,Semi-Auto,6018,Diesel,150,52.3,2
 1 Series,2,22980,Semi-Auto,7729,Petrol,150,40.4,1.5
 5 Series,3,27980,Semi-Auto,5100,Diesel,150,46.3,2
 2 Series,2,20980,Semi-Auto,7532,Petrol,145,50.4,2
 2 Series,2,21980,Semi-Auto,13844,Petrol,145,50.4,2
 3 Series,2,22980,Semi-Auto,11571,Diesel,145,54.3,2
 X3,2,31980,Semi-Auto,4609,Diesel,145,54.3,2
 2 Series,2,20980,Manual,1000,Petrol,145,52.3,1.5
 3 Series,3,18989,Automatic,23850,Diesel,145,60.1,2
 4 Series,4,20489,Automatic,14393,Petrol,145,48.7,2
 3 Series,3,17995,Semi-Auto,15588,Petrol,145,48.7,2
 4 Series,5,17600,Automatic,20444,Diesel,30,65.7,2
 3 Series,4,18730,Semi-Auto,23618,Diesel,145,62.8,2
 2 Series,2,22480,Automatic,7107,Diesel,145,49.6,2
 2 Series,2,21980,Automatic,7995,Diesel,145,65.7,2
 X5,2,47980,Semi-Auto,11813,Diesel,145,37.7,3
 1 Series,2,18480,Automatic,10164,Diesel,145,68.9,1.5
 3 Series,2,20980,Semi-Auto,18000,Diesel,150,64.2,2
 1 Series,4,13980,Manual,38120,Diesel,30,65.7,2
 1 Series,3,23980,Semi-Auto,10812,Petrol,150,32.5,3
 1 Series,5,14980,Semi-Auto,28000,Diesel,20,68.9,1.5
 X1,7,9530,Manual,47262,Diesel,165,51.4,2
 X1,5,22260,Semi-Auto,4622,Petrol,165,44.8,2
 2 Series,6,10982,Manual,70000,Petrol,125,53.3,1.5
 5 Series,2,26400,Semi-Auto,3457,Petrol,145,50.4,2
 X1,2,24490,Manual,3728,Petrol,145,51.4,1.5
 1 Series,3,13999,Manual,22492,Petrol,145,53.3,1.5
 3 Series,5,11995,Semi-Auto,70486,Diesel,20,74.3,2
 X4,4,24500,Semi-Auto,22768,Diesel,145,54.3,2
 3 Series,6,12950,Manual,52338,Diesel,30,64.2,2
 3 Series,4,19495,Semi-Auto,17735,Petrol,150,48.7,2
 1 Series,2,17797,Manual,12266,Diesel,150,65.7,2
 3 Series,3,18991,Semi-Auto,21941,Diesel,150,64.2,2
 3 Series,5,14795,Automatic,42229,Diesel,20,74.3,2
 3 Series,4,13495,Semi-Auto,44247,Diesel,145,67.3,2
 X1,3,20980,Semi-Auto,29757,Diesel,150,60.1,2
 3 Series,3,24980,Semi-Auto,6900,Diesel,150,51.4,3
 2 Series,2,21980,Semi-Auto,8000,Diesel,150,65.7,2
 5 Series,2,34980,Semi-Auto,9430,Diesel,150,53.3,3
 X5,2,49980,Semi-Auto,9173,Diesel,150,37.7,3
 1 Series,2,31993,Semi-Auto,6000,Petrol,145,34.5,2
 1 Series,2,30123,Semi-Auto,7500,Petrol,145,34.5,2
 2 Series,2,25490,Semi-Auto,7466,Diesel,145,65.7,2
 M4,5,32983,Automatic,33113,Petrol,300,34,3
 4 Series,6,14400,Automatic,63034,Diesel,30,65.7,2
 X1,5,14200,Manual,51101,Diesel,125,60.1,2
 1 Series,5,11182,Manual,22499,Petrol,125,53.3,1.5
 3 Series,4,18900,Semi-Auto,28943,Hybrid,135,134.5,2
 4 Series,5,18400,Automatic,17944,Diesel,30,65.7,2
 4 Series,4,18991,Semi-Auto,31438,Diesel,145,58.9,2
 X1,4,19000,Semi-Auto,33814,Diesel,145,57.7,2
 2 Series,2,25000,Semi-Auto,1061,Diesel,145,48.7,2
 2 Series,2,21490,Semi-Auto,3630,Diesel,145,51.4,2
 2 Series,2,25250,Semi-Auto,2640,Diesel,145,48.7,2
 4 Series,2,24970,Semi-Auto,101,Petrol,145,45.6,2
 X2,2,27490,Semi-Auto,6036,Diesel,145,58.9,2
 3 Series,2,27790,Semi-Auto,103,Petrol,145,42.2,2
 3 Series,2,27790,Semi-Auto,103,Petrol,145,42.2,2
 X3,2,31400,Semi-Auto,13191,Petrol,145,30.4,2
 X3,2,31000,Semi-Auto,18720,Petrol,145,30.4,2
 X3,2,31500,Semi-Auto,8438,Petrol,145,30.4,2
 3 Series,3,25991,Semi-Auto,22620,Petrol,150,41.5,3
 X3,2,31800,Semi-Auto,6724,Petrol,150,30.4,2
 5 Series,2,25101,Semi-Auto,24143,Diesel,150,65.7,2
 3 Series,3,19575,Manual,26841,Diesel,150,64.2,2
 4 Series,2,26990,Semi-Auto,6188,Diesel,145,65.7,2
 4 Series,2,37990,Semi-Auto,590,Diesel,145,47.9,3
 5 Series,2,30490,Semi-Auto,5687,Hybrid,135,156.9,2
 X1,2,25590,Semi-Auto,5354,Diesel,145,36.7,2
 X2,2,26920,Semi-Auto,5060,Petrol,145,38.7,2
 M4,2,41990,Semi-Auto,1348,Petrol,145,34,3
 X1,8,8990,Manual,63000,Diesel,160,51.4,2
 4 Series,1,38000,Semi-Auto,101,Diesel,150,49.6,3
 4 Series,1,30403,Semi-Auto,2882,Petrol,145,41.5,3
 3 Series,3,20000,Semi-Auto,28596,Diesel,145,62.8,2
 5 Series,7,14790,Automatic,19503,Diesel,160,51.4,3
 X1,8,9380,Manual,47485,Diesel,160,51.4,2
 4 Series,4,18990,Automatic,23163,Diesel,30,65.7,2
 3 Series,6,8190,Manual,92230,Diesel,30,65.7,2
 3 Series,7,15291,Semi-Auto,54859,Diesel,160,52.3,3
 3 Series,7,11474,Manual,53211,Diesel,30,61.4,2
 X3,3,29357,Semi-Auto,12726,Diesel,150,54.3,2
 X1,6,11141,Semi-Auto,64865,Diesel,165,52.3,2
 2 Series,2,23250,Semi-Auto,4627,Diesel,145,48.7,2
 2 Series,2,23250,Semi-Auto,4949,Diesel,145,48.7,2
 4 Series,7,17750,Semi-Auto,39801,Diesel,160,50.4,3
 X3,2,31000,Semi-Auto,17355,Petrol,145,30.4,2
 X7,2,64400,Semi-Auto,3003,Diesel,145,33.6,3
 7 Series,5,25750,Semi-Auto,34820,Diesel,145,54.3,3
 X1,8,8990,Manual,63000,Diesel,160,51.4,2
 4 Series,4,20604,Semi-Auto,13191,Diesel,145,65.7,2
 3 Series,3,19125,Semi-Auto,23369,Diesel,145,64.2,2
 3 Series,4,19116,Semi-Auto,51260,Diesel,150,53.3,3
 X4,6,19990,Semi-Auto,60059,Diesel,150,54.3,2
 4 Series,3,21991,Manual,11648,Petrol,150,43.5,2
 5 Series,5,14550,Automatic,56320,Diesel,30,62.8,2
 3 Series,4,16950,Semi-Auto,34110,Diesel,145,62.8,2
 5 Series,6,17830,Semi-Auto,33910,Diesel,160,51.4,3
 3 Series,4,23400,Automatic,17630,Diesel,145,49.6,3
 3 Series,6,14930,Automatic,33330,Diesel,125,60.1,2
 3 Series,5,17698,Semi-Auto,36764,Diesel,145,54.3,3
 X1,4,19498,Semi-Auto,21346,Diesel,145,55.4,2
 5 Series,1,35500,Semi-Auto,101,Diesel,145,53.3,3
 4 Series,4,19000,Manual,19202,Diesel,145,60.1,2
 X5,4,35470,Automatic,47717,Diesel,235,42.8,3
 2 Series,6,14120,Semi-Auto,29599,Petrol,145,50.4,2
 1 Series,2,23963,Manual,6317,Petrol,145,41.5,1.5
 7 Series,2,51500,Semi-Auto,561,Diesel,145,42.2,3
 1 Series,4,15980,Manual,17000,Diesel,145,65.7,2
 3 Series,5,14980,Semi-Auto,41492,Diesel,30,67.3,2
 2 Series,4,13980,Semi-Auto,27483,Petrol,30,55.4,1.5
 5 Series,2,26650,Semi-Auto,9440,Diesel,145,65.7,2
 5 Series,2,26650,Semi-Auto,7902,Diesel,145,65.7,2
 3 Series,4,17141,Semi-Auto,30171,Diesel,145,64.2,2
 X3,6,20491,Semi-Auto,51111,Diesel,205,47.1,3
 6 Series,4,22991,Semi-Auto,23451,Diesel,200,49.6,3
 4 Series,1,31503,Semi-Auto,1418,Diesel,145,50.4,3
 5 Series,4,19000,Semi-Auto,48457,Diesel,145,68.9,2
 4 Series,2,28480,Semi-Auto,7384,Diesel,145,51.4,3
 2 Series,2,21980,Manual,9326,Diesel,145,60.1,2
 2 Series,1,21480,Semi-Auto,10,Diesel,145,53.3,2
 X1,2,22450,Manual,5455,Petrol,150,39.8,1.5
 4 Series,4,17490,Semi-Auto,35519,Diesel,30,65.7,2
 M4,5,29990,Semi-Auto,30241,Petrol,300,34,3
 3 Series,2,26950,Semi-Auto,4320,Petrol,145,42.2,2
 X3,3,31500,Semi-Auto,35332,Petrol,145,34.5,3
 M4,5,32998,Semi-Auto,23212,Petrol,300,34,3
 X1,4,13500,Manual,50435,Diesel,20,68.9,2
 X5,4,37498,Automatic,24498,Petrol,145,29.1,4.4
 3 Series,4,20998,Automatic,16678,Diesel,145,56.5,3
 2 Series,4,16498,Semi-Auto,2210,Petrol,150,55.4,1.5
 3 Series,4,12998,Semi-Auto,62576,Diesel,20,70.6,2
 2 Series,5,8498,Manual,83850,Diesel,0,74.3,1.5
 2 Series,3,19980,Semi-Auto,9933,Petrol,145,38.2,2
 2 Series,2,22980,Semi-Auto,2083,Petrol,145,50.4,2
 2 Series,2,23780,Semi-Auto,1223,Diesel,145,49.6,2
 1 Series,2,21980,Manual,2841,Petrol,145,44.1,1.5
 X2,2,28500,Semi-Auto,2370,Diesel,145,48.7,2
 X5,2,50980,Automatic,5720,Diesel,145,37.7,3
 1 Series,2,20440,Semi-Auto,9908,Petrol,150,47.9,2
 1 Series,2,18440,Manual,6088,Petrol,150,52.3,1.5
 3 Series,2,27440,Semi-Auto,4665,Diesel,150,52.3,2
 7 Series,2,44980,Semi-Auto,10135,Petrol,150,34.5,3
 3 Series,2,28440,Semi-Auto,2212,Diesel,150,48.7,2
 8 Series,2,53980,Semi-Auto,2395,Petrol,145,33.2,3
 X1,1,28940,Semi-Auto,1550,Diesel,145,53.3,2
 4 Series,2,24250,Semi-Auto,10125,Diesel,145,58.9,2
 3 Series,3,21800,Semi-Auto,7673,Petrol,145,48.7,2
 X2,2,28750,Semi-Auto,1914,Petrol,145,39.8,2
 5 Series,3,22490,Semi-Auto,10799,Diesel,145,72.4,2
 3 Series,2,29250,Semi-Auto,8190,Diesel,145,48.7,2
 3 Series,2,21400,Semi-Auto,16086,Petrol,145,48.7,2
 3 Series,2,23480,Semi-Auto,4394,Diesel,150,53.3,2
 2 Series,1,21950,Semi-Auto,15,Petrol,150,50.4,2
 2 Series,1,20480,Semi-Auto,10,Petrol,150,42.2,1.5
 4 Series,2,25440,Semi-Auto,101,Diesel,145,65.7,2
 2 Series,2,21950,Semi-Auto,101,Diesel,145,67.3,2
 X3,2,36440,Semi-Auto,105,Diesel,145,54.3,2
 3 Series,4,19980,Semi-Auto,15762,Diesel,145,53.3,3
 2 Series,2,17980,Manual,7168,Petrol,145,52.3,1.5
 1 Series,5,12980,Manual,27696,Diesel,30,65.7,2
 3 Series,2,20440,Semi-Auto,6108,Petrol,145,51.4,1.5
 1 Series,2,17980,Manual,5869,Diesel,145,70.6,1.5
 4 Series,2,23850,Semi-Auto,7937,Diesel,145,65.7,2
 3 Series,2,27940,Semi-Auto,6865,Diesel,145,52.3,2
 1 Series,2,18440,Semi-Auto,4512,Diesel,145,68.9,1.5
 3 Series,2,25940,Semi-Auto,5915,Diesel,145,53.3,2
 3 Series,2,29440,Semi-Auto,7983,Diesel,145,48.7,2
 X5,2,46440,Semi-Auto,1486,Diesel,145,37.7,3
 Z4,2,27950,Semi-Auto,8998,Petrol,145,38.7,2
 X3,2,30480,Automatic,5822,Petrol,145,30.4,2
 2 Series,4,15998,Manual,15926,Diesel,150,62.8,1.5
 X3,3,29498,Semi-Auto,23206,Diesel,150,48.7,3
 4 Series,2,27480,Semi-Auto,101,Diesel,145,55.4,3
 i8,2,64750,Automatic,2799,Hybrid,135,141.2,1.5
 8 Series,2,59000,Semi-Auto,5923,Diesel,150,39.8,3
 M2,2,42351,Semi-Auto,1797,Petrol,145,29.1,3
 i3,4,18500,Automatic,36429,Hybrid,0,470.8,0
 4 Series,5,17561,Semi-Auto,46435,Diesel,145,55.4,3
 2 Series,3,17750,Semi-Auto,16712,Diesel,145,62.8,2
 M4,3,35750,Semi-Auto,8326,Petrol,145,34,3
 X7,2,66000,Semi-Auto,2881,Diesel,145,33.6,3
 X1,5,19498,Semi-Auto,21249,Diesel,145,55.4,2
 X1,6,16998,Semi-Auto,25649,Diesel,125,57.6,2
 3 Series,5,18698,Semi-Auto,21500,Diesel,145,54.3,3
 1 Series,5,19798,Semi-Auto,24485,Petrol,200,39.8,3
 X3,5,21798,Semi-Auto,29512,Diesel,145,54.3,2
 2 Series,2,21980,Semi-Auto,4170,Petrol,145,50.4,2
 1 Series,2,20980,Manual,4092,Petrol,145,44.1,1.5
 X3,2,31980,Semi-Auto,4647,Diesel,145,54.3,2
 1 Series,2,18980,Semi-Auto,17950,Diesel,150,67.3,2
 X1,3,22780,Semi-Auto,10147,Diesel,150,60.1,2
 1 Series,4,20480,Semi-Auto,34218,Petrol,205,39.8,3
 4 Series,5,23780,Semi-Auto,24441,Diesel,165,50.4,3
 X1,4,21480,Semi-Auto,11857,Diesel,150,55.4,2
 1 Series,4,13990,Manual,34249,Petrol,150,53.3,1.5
 1 Series,4,15490,Manual,32811,Diesel,150,65.7,2
 X1,2,28480,Semi-Auto,1805,Diesel,145,52.3,2
 4 Series,2,23440,Semi-Auto,23,Diesel,145,65.7,2
 5 Series,2,27440,Semi-Auto,5682,Diesel,145,62.8,2
 5 Series,2,27440,Semi-Auto,9131,Diesel,145,62.8,2
 X3,2,39480,Semi-Auto,6012,Petrol,145,34.5,3
 5 Series,4,18990,Semi-Auto,46796,Diesel,145,62.8,2
 1 Series,3,19840,Semi-Auto,32151,Diesel,145,61.4,2
 2 Series,3,24940,Semi-Auto,5577,Petrol,145,32.5,3
 M4,2,44980,Semi-Auto,9244,Petrol,145,32.5,3
 1 Series,6,12980,Manual,47863,Diesel,30,62.8,2
 4 Series,2,31480,Automatic,6822,Diesel,145,50.4,3
 M4,1,49980,Semi-Auto,1000,Petrol,145,34,3
 X2,1,32980,Semi-Auto,1500,Diesel,145,61.4,2
 4 Series,1,34980,Semi-Auto,1000,Petrol,145,48.7,2
 1 Series,2,19480,Manual,4707,Diesel,145,65.7,2
 1 Series,3,17480,Manual,13455,Petrol,145,52.3,1.5
 Z4,6,15980,Semi-Auto,39887,Petrol,200,41.5,2
 2 Series,2,21980,Semi-Auto,1000,Petrol,145,50.4,1.5
 X2,1,37480,Semi-Auto,1000,Petrol,145,34,2
 4 Series,5,17980,Semi-Auto,32863,Petrol,160,46.3,2
 X3,2,54980,Semi-Auto,1525,Petrol,145,24.8,3
 3 Series,2,25480,Semi-Auto,5673,Diesel,145,57.7,2
 1 Series,2,20780,Automatic,8936,Diesel,145,65.7,2
 2 Series,2,21980,Semi-Auto,4887,Diesel,145,65.7,2
 2 Series,6,15980,Semi-Auto,41532,Diesel,125,61.4,2
 X3,2,33480,Automatic,8345,Diesel,145,54.3,2
 4 Series,2,25980,Semi-Auto,2946,Diesel,145,65.7,2
